isbn10,title,categories,thumbnail,average_rating,published_year
0375751513,The Picture of Dorian Gray,Fiction,http://books.google.com/books/content?id=kIcZKBNaQtIC&printsec=frontcover&img=1&zoom=1&source=gbs_api,4.07,1998.0
0375752331,In Search of Lost Time Volume III The Guermantes Way,Fiction,http://books.google.com/books/content?id=IZixxgEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,4.31,1998.0
0375752676,Iceland,Travel,http://books.google.com/books/content?id=-VAEAAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.72,1998.0
0375753109,Sodom and Gomorrah,Fiction,http://books.google.com/books/content?id=4lmMxgEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,4.36,1992.0
0375755195,Sailing Alone Around the Room,Poetry,http://books.google.com/books/content?id=kdzOR4LI17gC&printsec=frontcover&img=1&zoom=1&source=gbs_api,4.23,2001.0
0375755209,Nine Horses,Poetry,http://books.google.com/books/content?id=wZRBDwAAQBAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,4.17,2003.0
0375755217,The Trouble With Poetry,Poetry,http://books.google.com/books/content?id=dtMhdlM_q48C&printsec=frontcover&img=1&zoom=1&source=gbs_api,4.17,2007.0
0375756604,Pipe Dream,Fiction,http://books.google.com/books/content?id=95RBDwAAQBAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.98,2001.0
0375757015,Great Expectations,Fiction,http://books.google.com/books/content?id=6regVx_CnxgC&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.76,2001.0
037575718X,The Return of the Native,Fiction,http://books.google.com/books/content?id=sfVxn1EOELQC&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.85,1994.0
0375757287,Ethan Frome & Summer,Fiction,http://books.google.com/books/content?id=v4xEDwAAQBAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.86,2001.0
0375757996,The Basic Works of Aristotle,Philosophy,http://books.google.com/books/content?id=ykGPjLgScUEC&printsec=frontcover&img=1&zoom=1&source=gbs_api,4.24,2001.0
0375758232,Paris to the Moon,Biography & Autobiography,http://books.google.com/books/content?id=jSqtt5RuP6wC&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.76,2001.0
0375758739,Comfort Me With Apples,Biography & Autobiography,http://books.google.com/books/content?id=keNpY0wUmocC&printsec=frontcover&img=1&zoom=1&source=gbs_api,4.03,2002.0
037575914X,Little Dorrit,Fiction,http://books.google.com/books/content?id=5NOm7uAbWIcC&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.98,2002.0
037575931X,Crossing to Safety,Fiction,http://books.google.com/books/content?id=nLo4DFPtwHAC&printsec=frontcover&img=1&zoom=1&source=gbs_api,4.16,2002.0
0375759344,The Waste Land and Other Writings,Poetry,http://books.google.com/books/content?id=Wat1mAEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,4.21,2002.0
0375759867,The Lost Painting,Art,http://books.google.com/books/content?id=ij5yiGqIF68C&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.72,2006.0
037576013X,Daniel Deronda,Fiction,http://books.google.com/books/content?id=uPiMxnLvZWEC&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.83,1876.0
0375760393,The Botany of Desire,Gardening,http://books.google.com/books/content?id=tsx9xvkhqEQC&printsec=frontcover&img=1&zoom=1&source=gbs_api,4.06,2001.0
0375760520,Paris 1919,History,http://books.google.com/books/content?id=5NYdwyI5acQC&printsec=frontcover&img=1&zoom=1&source=gbs_api,4.07,2002.0
0375760644,War and Peace,Fiction,http://books.google.com/books/content?id=MNQK8uDk5F4C&printsec=frontcover&img=1&zoom=1&source=gbs_api,4.11,2002.0
0375760814,Savage Beauty,Biography & Autobiography,http://books.google.com/books/content?id=kP_N1vyWS4IC&printsec=frontcover&img=1&zoom=1&source=gbs_api,4.01,2002.0
0375760849,The Survivor,History,http://books.google.com/books/content?id=OBfYkABIj74C&printsec=frontcover&img=1&zoom=1&source=gbs_api,4.01,2006.0
0375760946,The Truth About The Drug Companies,Medical,http://books.google.com/books/content?id=snVR0YW2yQYC&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.94,2005.0
0375806709,The Phantom Tollbooth,Fantasy fiction,http://books.google.com/books/content?id=BZ2pPwAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,4.21,2000.0
0375812938,Jurassic Park Institute Dinosaur Field Guide,Juvenile Nonfiction,http://books.google.com/books/content?id=vW3hmLeu0L4C&printsec=frontcover&img=1&zoom=1&source=gbs_api,4.08,2001.0
0375813683,The School Skeleton,Juvenile Fiction,http://books.google.com/books/content?id=u8tvDwAAQBAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.99,2003.0
0375813756,"Love, Stargirl",Juvenile Fiction,http://books.google.com/books/content?id=LxOPDQAAQBAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.82,2007.0
037581468X,Terrier,Juvenile Fiction,http://books.google.com/books/content?id=CGScKDN9KmIC&printsec=frontcover&img=1&zoom=1&source=gbs_api,4.16,2006.0
0375823026,"Junie B., First Grader",Juvenile Fiction,http://books.google.com/books/content?id=5tiyVWEjVPcC&printsec=frontcover&img=1&zoom=1&source=gbs_api,4.03,2003.0
0375823786,Ancient Greece and the Olympics,Juvenile Nonfiction,http://books.google.com/books/content?id=5cPbWBdO8N0C&printsec=frontcover&img=1&zoom=1&source=gbs_api,4.06,2004.0
0375826882,Moose Master,Juvenile Fiction,http://books.google.com/books/content?id=waWnqbKQBSkC&printsec=frontcover&img=1&zoom=1&source=gbs_api,4.08,2004.0
0375826890,Code Word Kangaroo,Juvenile Fiction,http://books.google.com/books/content?id=k_WF6trbVYAC&printsec=frontcover&img=1&zoom=1&source=gbs_api,4.33,2004.0
037582748X,The Easter Rabbit's Parade,Juvenile Fiction,http://books.google.com/books/content?id=-GatmAEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,2.97,2004.0
0375828257,The People of Sparks,Juvenile Fiction,http://books.google.com/books/content?id=dqkPWhBz73cC&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.66,2005.0
0375829636,Young Warriors,Juvenile Fiction,http://books.google.com/books/content?id=6EnZwAEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.91,2005.0
0375832203,Ancient Rome and Pompeii,Juvenile Nonfiction,http://books.google.com/books/content?id=QCSOlsXtnu0C&printsec=frontcover&img=1&zoom=1&source=gbs_api,4.07,2006.0
0375832211,Tsunamis and Other Natural Disasters,Juvenile Nonfiction,http://books.google.com/books/content?id=fa_tZJwM8W4C&printsec=frontcover&img=1&zoom=1&source=gbs_api,4.04,2007.0
0375835318,Nick and Norah's Infinite Playlist,Juvenile Fiction,http://books.google.com/books/content?id=VNh7KXvd5RwC&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.72,2006.0
0375836047,Toys Go Out,Juvenile Fiction,http://books.google.com/books/content?id=EpdjRYENHLYC&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.93,2006.0
0375836578,The Realm of Possibility,Juvenile Fiction,http://books.google.com/books/content?id=FXl4Nc1GnSQC&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.93,2006.0
0375839372,Mayflower Treasure Hunt,Juvenile Fiction,http://books.google.com/books/content?id=1DCQ-_PWKksC&printsec=frontcover&img=1&zoom=1&source=gbs_api,4.18,2007.0
0375839569,Are We There Yet?,Juvenile Fiction,http://books.google.com/books/content?id=PFJoGQwfuIAC&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.5,2007.0
0375844406,Naomi and Ely's No Kiss List,Juvenile Fiction,http://books.google.com/books/content?id=txd7S_UqtVIC&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.44,2007.0
0375846735,The Amber Spyglass,Juvenile Fiction,http://books.google.com/books/content?id=7EglAQAAIAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,4.09,2007.0
0380016362,Laura,Biography & Autobiography,http://books.google.com/books/content?id=jqaFlU8xeVEC&printsec=frontcover&img=1&zoom=1&source=gbs_api,4.11,1977.0
0380620006,Boy Who Turned Into a TV Set,Juvenile Fiction,http://books.google.com/books/content?id=7geB74r4AcoC&printsec=frontcover&img=1&zoom=1&source=gbs_api,4.0,1983.0
0380707632,Stephen Hawking's Universe,Biography & Autobiography,http://books.google.com/books/content?id=lkntNIwunAAC&printsec=frontcover&img=1&zoom=1&source=gbs_api,4.04,1989.0
038071082X,The Grass Crown,Fiction,http://books.google.com/books/content?id=Kt3gN2eJzbQC&printsec=frontcover&img=1&zoom=1&source=gbs_api,4.29,1992.0
0380710846,Caesar's Women,Fiction,http://books.google.com/books/content?id=yFK8FChsNbsC&printsec=frontcover&img=1&zoom=1&source=gbs_api,4.24,1997.0
0380711966,Tim,Fiction,http://books.google.com/books/content?id=kBFiyP7jOp4C&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.81,1990.0
0380713802,Neither Here Nor There:,Travel,http://books.google.com/books/content?id=LpkAcBTPy_kC&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.87,1993.0
0380713810,Made in America,Language Arts & Disciplines,http://books.google.com/books/content?id=G8d_4MxVUjoC&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.9,1996.0
0380715430,The Mother Tongue,Language Arts & Disciplines,http://books.google.com/books/content?id=0vUMyAEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.94,1991.0
038071812X,Lucie Babbidge's House,Juvenile Fiction,http://books.google.com/books/content?id=5RyCPwAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.75,1993.0
0380720442,Wrinkles in Time,Science,http://books.google.com/books/content?id=DSv0HQAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.99,1994.0
0380720868,Shadow of a Dark Queen,Fiction,http://books.google.com/books/content?id=j5YylwEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,4.04,1995.0
0380725789,The Death of an Irish Sea Wolf,Fiction,http://books.google.com/books/content?id=_-poqwbBCD4C&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.74,1997.0
0380727501,Notes from a Small Island,Travel,http://books.google.com/books/content?id=rTXB680gLl8C&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.92,1997.0
0380730367,Prayers for Rain,Fiction,http://books.google.com/books/content?id=ryrPaNqdW70C&printsec=frontcover&img=1&zoom=1&source=gbs_api,4.09,2000.0
0380731150,Devil May Care,Fiction,http://books.google.com/books/content?id=KzCRA1zOY1EC&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.87,1977.0
0380731215,Street of the Five Moons,Fiction,http://books.google.com/books/content?id=CCFwR_WUC3oC&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.94,2000.0
0380731223,Summer of the Dragon,Fiction,http://books.google.com/books/content?id=vykTQCOW5mEC&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.92,2001.0
0380731509,Wayside School Is Falling Down (rack),Juvenile Fiction,http://books.google.com/books/content?id=DsoN9blZ3uQC&printsec=frontcover&img=1&zoom=1&source=gbs_api,4.17,1998.0
038073186X,Shutter Island,Fiction,http://books.google.com/books/content?id=WZrQjhses-YC&printsec=frontcover&img=1&zoom=1&source=gbs_api,4.09,2004.0
0380731959,The Deeds of the Disturber,Fiction,http://books.google.com/books/content?id=fSs-Lnk-FdEC&printsec=frontcover&img=1&zoom=1&source=gbs_api,4.05,2000.0
0380732025,Killing Time,Fiction,http://books.google.com/books/content?id=1G1LIqJGdN0C&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.97,1998.0
0380732548,Anne Frank,Juvenile Nonfiction,http://books.google.com/books/content?id=3ja19MjRbPMC&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.99,1999.0
0380755696,Silver Nights,Fiction,http://books.google.com/books/content?id=4JbTRtjo7C4C&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.53,2001.0
0380759497,Xanth 15: The Color of Her Panties,Fiction,http://books.google.com/books/content?id=4LaUaPoHbpoC&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.67,1992.0
0380759500,Firefly,Fiction,http://books.google.com/books/content?id=eYQVOMmb0hMC&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.27,1992.0
0380763397,Only Mine,Fiction,http://books.google.com/books/content?id=jh3rmQlmE08C&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.93,1992.0
038077108X,Neon Lit:city of Glass,Fiction,http://books.google.com/books/content?id=qimLQgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.92,1994.0
0380777584,Runaway Bride,Fiction,http://books.google.com/books/content?id=M2JQxGf2Ex8C&printsec=frontcover&img=1&zoom=1&source=gbs_api,4.25,1994.0
0380784912,The Night Remembers,Fiction,http://books.google.com/books/content?id=xuv2zRcXFiAC&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.79,1998.0
0380789027,Smoke and Mirrors,Fiction,http://books.google.com/books/content?id=VsEtBq0glyQC&printsec=frontcover&img=1&zoom=1&source=gbs_api,4.05,2005.0
0380789833,Shards of a Broken Crown,Fiction,http://books.google.com/books/content?id=jITPlgEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,4.01,1999.0
0380792044,Sins of a Shaker Summer,Fiction,http://books.google.com/books/content?id=ku7bR_YYKFcC&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.5,1999.0
0380793474,Regarding the Fountain,Juvenile Fiction,http://books.google.com/books/content?id=ZvPzrkzpzJcC&printsec=frontcover&img=1&zoom=1&source=gbs_api,4.2,1999.0
038079487X,What Looks Like Crazy On an Ordinary Day,Fiction,http://books.google.com/books/content?id=FoIQtW6tqhAC&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.72,1998.0
0380803275,Exile's Return,Fiction,http://books.google.com/books/content?id=LfkimAEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,4.02,2006.0
0380809060,The Great Book of Amber,Fiction,http://books.google.com/books/content?id=_Z93A1ltySIC&printsec=frontcover&img=1&zoom=1&source=gbs_api,4.3,1999.0
0380810956,The Wolves in the Walls,Juvenile Fiction,http://books.google.com/books/content?id=Ksx1aCPS7CoC&printsec=frontcover&img=1&zoom=1&source=gbs_api,4.07,2005.0
0380813815,Lamb,Fiction,http://books.google.com/books/content?id=cM4dlwEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,4.26,2003.0
0380813866,The Body in the Lighthouse,Fiction,http://books.google.com/books/content?id=jd0ulwEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.68,2004.0
0380815699,The Nightingale's Song,Fiction,http://books.google.com/books/content?id=7f3GGwAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.8,2001.0
0380815931,In the Beginning...was the Command Line,Computers,http://books.google.com/books/content?id=iL9wBRPaTDEC&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.79,1999.0
0380817934,Olympos,Fiction,http://books.google.com/books/content?id=rbEOlwEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.94,2006.0
0380818205,The Marriage Lesson,Fiction,http://books.google.com/books/content?id=CLc-ICBzMskC&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.9,2001.0
0380818957,First Comes Love,Fiction,http://books.google.com/books/content?id=FdNfmAEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.81,2002.0
0385017332,Love Poems and Sonnets of William Shakespeare,Drama,http://books.google.com/books/content?id=mSeeR6eVaa8C&printsec=frontcover&img=1&zoom=1&source=gbs_api,4.34,1991.0
0385040202,Your Child's Self-esteem,Family & Relationships,http://books.google.com/books/content?id=klpvGJllL80C&printsec=frontcover&img=1&zoom=1&source=gbs_api,4.26,1975.0
0385074077,Complete Stories and Poems of Edgar Allan Poe,Fiction,http://books.google.com/books/content?id=gxXHOU5Ni6UC&printsec=frontcover&img=1&zoom=1&source=gbs_api,4.38,1966.0
0385086164,A Man of the People,Fiction,http://books.google.com/books/content?id=wUNWVXxtFBgC&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.87,1966.0
0385090021,Saint Thomas of Aquinas,Religion,http://books.google.com/books/content?id=1l1SE29tqDcC&printsec=frontcover&img=1&zoom=1&source=gbs_api,4.15,1956.0
0385092105,The Birth of Tragedy and The Genealogy of Morals,Philosophy,http://books.google.com/books/content?id=4Q8lWXlzpdgC&printsec=frontcover&img=1&zoom=1&source=gbs_api,4.0,1956.0
0385121229,Plagues and peoples,History,http://books.google.com/books/content?id=VzRin_YlpCAC&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.9,1998.0
0385129912,Night Shift,Fiction,http://books.google.com/books/content?id=sl3DFVlHR8EC&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.99,1978.0
0385189516,The Complete Fairy Tales and Stories,Fiction,http://books.google.com/books/content?id=S_ZvDwAAQBAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,4.28,1983.0
0385236255,The King's buccaneer,Fiction,http://books.google.com/books/content?id=xuhuRWlZhYgC&printsec=frontcover&img=1&zoom=1&source=gbs_api,4.01,1992.0
0385239548,Trials of Tears,History,http://books.google.com/books/content?id=kNuRA8riMeoC&printsec=frontcover&img=1&zoom=1&source=gbs_api,4.15,1989.0
0385240872,Lost in the Funhouse,Fiction,http://books.google.com/books/content?id=T3y-OBKPxJsC&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.71,1988.0
0385264585,The Beginning and the End,Fiction,http://books.google.com/books/content?id=nfZMDAAAQBAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,4.07,1989.0
0385264739,Children of the Alley,Fiction,http://books.google.com/books/content?id=1XmQtuTxKKAC&printsec=frontcover&img=1&zoom=1&source=gbs_api,4.1,1996.0
0385265700,The Book of Ruth,Fiction,http://books.google.com/books/content?id=RKZrKGqRKvMC&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.84,1990.0
0385302312,Dragonfly in Amber,Fiction,http://books.google.com/books/content?id=zQ4JyQEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,4.32,1992.0
038531177X,Rain of Gold,Biography & Autobiography,http://books.google.com/books/content?id=fxDMKjYc2gMC&printsec=frontcover&img=1&zoom=1&source=gbs_api,4.48,1992.0
0385313489,The Last Lion,Biography & Autobiography,http://books.google.com/books/content?id=uxOzxgEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,4.43,1984.0
0385313616,Shakespeare A to Z,Drama,http://books.google.com/books/content?id=FxgBAAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,4.35,1991.0
0385314698,The Sixteen Pleasures,Fiction,http://books.google.com/books/content?id=dOl-qIXyWK8C&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.58,1995.0
0385315171,A Day in the Life,Music,http://books.google.com/books/content?id=IgHiPgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,4.16,1996.0
0385315287,Running from Safety,Biography & Autobiography,http://books.google.com/books/content?id=kpBYysuzWZ8C&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.79,1995.0
0385316577,Follow Your Heart,Fiction,http://books.google.com/books/content?id=KxeIuRPyuCQC&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.57,1995.0
0385319274,There's No Such Place as Far Away,Fiction,http://books.google.com/books/content?id=ZtATwGrYS4AC&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.93,1998.0
0385321988,Brian's Winter,Juvenile Fiction,http://books.google.com/books/content?id=kgzxwE1Z3qsC&printsec=frontcover&img=1&zoom=1&source=gbs_api,4.01,1996.0
0385324138,The Outlandish Companion,Literary Criticism,http://books.google.com/books/content?id=B-3rxQEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,4.07,1999.0
0385325339,Laura Ingalls Wilder's Fairy Poems,American poetry,http://books.google.com/books/content?id=Sy0NAAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.97,1998.0
0385333137,Black and Blue,Fiction,http://books.google.com/books/content?id=kHHZX6aIvisC&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.88,2000.0
0385333471,"God Bless You, Mr. Rosewater",Fiction,http://books.google.com/books/content?id=XVsu8qFi87AC&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.96,1998.0
0385333501,Welcome to the Monkey House,Fiction,http://books.google.com/books/content?id=vkj0QEE0uRUC&printsec=frontcover&img=1&zoom=1&source=gbs_api,4.14,1968.0
038533351X,Bluebeard,Fiction,http://books.google.com/books/content?id=4SZY-ylikTIC&printsec=frontcover&img=1&zoom=1&source=gbs_api,4.03,1998.0
0385333765,King Rat,Fiction,http://books.google.com/books/content?id=-OC1PROF8M8C&printsec=frontcover&img=1&zoom=1&source=gbs_api,4.13,1999.0
0385333781,Player Piano,Fiction,http://books.google.com/books/content?id=oIyVN49lh9YC&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.87,1999.0
0385333811,"Wampeters, Foma & Granfalloons (opinions)",Fiction,http://books.google.com/books/content?id=rEbuAAAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.78,2006.0
0385333870,Galapagos: A Novel,Fiction,http://books.google.com/books/content?id=AZjb-pSoQWsC&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.87,1999.0
0385333900,Jailbird,Fiction,http://books.google.com/books/content?id=QP-4sh0QbtMC&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.81,1999.0
0385334176,Deadeye Dick,Fiction,http://books.google.com/books/content?id=mUmNDQAAQBAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.81,1999.0
0385334230,Slapstick,Fiction,http://books.google.com/books/content?id=5OgyxgEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.87,1999.0
0385334265,Palm Sunday,Biography & Autobiography,http://books.google.com/books/content?id=InxnDwAAQBAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.77,1999.0
0385334303,The Naked Ape,Science,http://books.google.com/books/content?id=CS-GPwAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.95,1999.0
0385335105,Aches & Pains,Humor,http://books.google.com/books/content?id=D8CPSJ-g3XIC&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.54,2000.0
0385335547,The Midwife's Tale,Fiction,http://books.google.com/books/content?id=DteKDQAAQBAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.82,2004.0
0385335679,Kissing in Manhattan,Fiction,http://books.google.com/books/content?id=YwFc2AvqtAYC&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.61,2002.0
0385335970,Dragonfly in Amber,Fiction,http://books.google.com/books/content?id=yYc_PgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,4.32,2001.0
0385335997,Voyager,Fiction,http://books.google.com/books/content?id=tJ1Ywslye6kC&printsec=frontcover&img=1&zoom=1&source=gbs_api,4.39,2001.0
0385336101,Intuition,Fiction,http://books.google.com/books/content?id=RA_kiayGCswC&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.33,2007.0
0385336950,The Cloud Atlas,Fiction,http://books.google.com/books/content?id=S828twSTPxwC&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.37,2004.0
0385337817,Coming of Age in Mississippi,Biography & Autobiography,http://books.google.com/books/content?id=1y1dyH1C_QIC&printsec=frontcover&img=1&zoom=1&source=gbs_api,4.13,1968.0
0385337930,A Painted House,Fiction,http://books.google.com/books/content?id=PKKsy1PSK-UC&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.69,2004.0
0385338058,Lucifer's Shadow,Fiction,http://books.google.com/books/content?id=JcyMDQAAQBAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.58,2005.0
0385339089,The Client,Fiction,http://books.google.com/books/content?id=u61XH0OJ5AUC&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.99,2005.0
0385339097,The Street Lawyer,Fiction,http://books.google.com/books/content?id=m9UOzU4jBWUC&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.83,2005.0
0385339593,The Summons,Fiction,http://books.google.com/books/content?id=2QT0etvJ9gwC&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.69,2005.0
0385339607,The Rainmaker,Fiction,http://books.google.com/books/content?id=BdeLDQAAQBAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.93,2005.0
0385339658,The King of Torts,Fiction,http://books.google.com/books/content?id=2RX5X0TS5AoC&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.67,2005.0
0385339666,The Chamber,Fiction,http://books.google.com/books/content?id=nBqIOlEQZCcC&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.78,2005.0
0385339674,The Brethren,Fiction,http://books.google.com/books/content?id=qW2LDQAAQBAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.73,2005.0
0385339690,The Runaway Jury,Fiction,http://books.google.com/books/content?id=CTfIUb784ooC&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.97,2006.0
0385339704,The Pelican Brief,Fiction,http://books.google.com/books/content?id=pNyk1XwS9rwC&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.98,2006.0
0385340397,A Breath of Snow and Ashes,Fiction,http://books.google.com/books/content?id=LKDAs-Hrea0C&printsec=frontcover&img=1&zoom=1&source=gbs_api,4.44,2006.0
0385415605,The Golden Tulip,Fiction,http://books.google.com/books/content?id=iVO7vYwcCKYC&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.92,1991.0
0385418132,The Art of Alfred Hitchcock,Performing Arts,http://books.google.com/books/content?id=pnMEkW_JjfMC&printsec=frontcover&img=1&zoom=1&source=gbs_api,4.08,1992.0
0385418493,How the Irish Saved Civilization,History,http://books.google.com/books/content?id=IY1eugBuZ9EC&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.81,1996.0
0385418868,The Power of Myth,Philosophy,http://books.google.com/books/content?id=ZxQxQa1l6ioC&printsec=frontcover&img=1&zoom=1&source=gbs_api,4.3,1991.0
038542339X,The Art of the Personal Essay,Literary Collections,http://books.google.com/books/content?id=XLyxV9JxyGQC&printsec=frontcover&img=1&zoom=1&source=gbs_api,4.19,1995.0
0385423756,On the Origins of War and the Preservation of Peace,History,http://books.google.com/books/content?id=dVMsAQAAIAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,4.01,1996.0
0385468431,History of Philosophy,Philosophy,http://books.google.com/books/content?id=NvoLvAEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,4.08,1993.0
0385468865,Obasan,Fiction,http://books.google.com/books/content?id=MvKitz-GMKIC&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.63,1994.0
0385470460,History of Philosophy,Philosophy,http://books.google.com/books/content?id=_cxGPgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,4.22,1994.0
0385474016,Like Water for Chocolate,Fiction,http://books.google.com/books/content?id=nNqUyQrUkUEC&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.94,1994.0
0385481969,Youth in Revolt,Fiction,http://books.google.com/books/content?id=cZKdO_B0SfsC&printsec=frontcover&img=1&zoom=1&source=gbs_api,4.02,1996.0
0385489498,Marie Antoinette,Biography & Autobiography,http://books.google.com/books/content?id=Zx3EXUhJuAUC&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.92,2001.0
038548951X,Sister of My Heart,Fiction,http://books.google.com/books/content?id=KtjF3dIeP04C&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.98,2000.0
0385490623,What are the 7 Wonders of the World?,Reference,http://books.google.com/books/content?id=nxBT6nT-XOcC&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.76,1998.0
038549081X,The Handmaid's Tale,Fiction,http://books.google.com/books/content?id=4QXnYRaBUFAC&printsec=frontcover&img=1&zoom=1&source=gbs_api,4.09,1998.0
