,isbn10,authors
4782,082221718X,Wendy Ann Kesselman
4783,0822218631,David Lindsay-Abaire
4784,0822218739,Shel Silverstein
4785,082221900X,David Fishelson
4785,082221900X,Aaron Leichter
4786,0822309327,Edward Dorn
4787,0822318644,Lisa Lowe
4788,0822331136,Christopher Pinney
4788,0822331136,Nicolas Peterson
4788,0822331136,Nicholas Thomas
4789,0822549204,Carol Dommermuth-Costa
4790,0822550008,Katherine E. Krohn
4791,0822560569,Marlene Targ Brill
4792,0823006573,Juliette Aristides
4793,0823016625,Steve Miller
4794,0823078949,Stephen Cox
4795,0823410773,Tomie DePaola
4796,0824512596,Henri J. M. Nouwen
4797,0824519868,Henri J. M. Nouwen
4798,0824521234,Jason King
4798,0824521234,Donna Freitas
4799,0824522524,Aldous Huxley
4800,082542982X,J. Ed Komoszewski
4800,082542982X,M. James Sawyer
4800,082542982X,Daniel B. Wallace
4801,082632357X,Kris E. Lane
4802,0826406734,Erich Fromm
4803,0826407072,Peter Demetz
4804,0826411320,Erich Fromm
4805,0826414532,Chris Jones
4806,0826414745,Leonard Orr
4807,0826414753,Tom Fahy
4808,082641477X,Stephen Burn
4809,0826415741,Ann Finding
4810,082641897X,Erich Fromm
4810,082641897X,Rainer Funk
4811,0826452329,Philip Nel
4812,0826453279,Julie Mullaney
4813,0826468950,Frederick Copleston
4814,0826493955,Frank Furedi
4815,0826514707,María Antonia Garcés
4816,082942122X,Evelyn Waugh
4817,0830819711,Bill Hybels
4817,0830819711,LaVonne Neff
4818,0830825703,James K. Beilby
4818,0830825703,Paul R. Eddy
4819,083082605X,Henri Blocher
4820,083082619X,Peter G. Bolt
4821,0830832947,Bill Hybels
4822,0835608301,Huston Smith
4823,0836204387,Bill Watterson
4824,0836217357,Bill Watterson
4825,0836217691,Bill Watterson
4826,0836218051,Bill Watterson
4827,0836218523,Bill Watterson
4828,0836221362,Bill Watterson
4829,0836246217,Mary Engelbreit
4830,0836254279,George Beahm
4831,0836269144,George Beahm
4832,0838526950,Leslie Gross Portney
4832,0838526950,Mary P. Watkins
4833,0842313354,R. C. Sproul
4834,0842331913,Isabella Alden
4835,0842332294,Tim F. LaHaye
4835,0842332294,Jerry B. Jenkins
4836,0842332367,Tim F. LaHaye
4836,0842332367,Jerry B. Jenkins
4837,0842342702,Tim Lahaye
4837,0842342702,Tim F. LaHaye
4837,0842342702,Jerry B. Jenkins
4838,0842356223,Gary Smalley
4838,0842356223,Karen Kingsbury
4839,0842356290,Karen Kingsbury
4839,0842356290,Gary Smalley
4840,0842358935,Watchman Nee
4841,0842360611,Tim F. LaHaye
4841,0842360611,Jerry B. Jenkins
4842,0842361936,Tim LaHaye
4842,0842361936,Tim F. LaHaye
4842,0842361936,Jerry B. Jenkins
4843,0842383670,Philip Wesley Comfort
4844,0842384111,Jerry B. Jenkins
4845,0842386874,Karen Kingsbury
4845,0842386874,Gary Smalley
4846,0842386882,Karen Kingsbury
4846,0842386882,Gary Smalley
4847,0842387447,Karen Kingsbury
4848,0843121319,Roger Hargreaves
4849,084312492X,Roger Hargreaves
4850,0843943998,David Thompson
4851,0843944390,Douglas Clegg
4852,0843945192,David Thompson
4853,084394580X,Douglas Clegg
4854,0843946806,Lynsay Sands
4855,084394725X,Constance O'Banyon
4855,084394725X,Evelyn Rogers
4855,084394725X,Bobbi Smith
4856,0843947462,Graham Masterton
4857,0843947667,Douglas Clegg
4858,0843948108,Lynsay Sands
4859,0843949090,Lynsay Sands
4860,0843949740,Lynsay Sands
4861,0843951427,Douglas Clegg
4862,084395177X,Douglas Clegg
4863,0843953241,Lynsay Sands
4864,0843954108,Douglas Clegg
4865,0843954116,Douglas Clegg
4866,0843954523,Morag McKendrick Pippin
4867,0843955007,Lynsay Sands
4868,0843955821,Morag McKendrick Pippin
4869,0844257478,McGraw-Hill Education
4870,0844667501,Cormac McCarthy
4871,0849911885,Charles R. Swindoll
4872,0849918723,Ken Blanchard
4872,0849918723,Phil Hodges
4873,0849945119,Ted Dekker
4874,0851115195,Andreas J. Köstenberger
4874,0851115195,Peter Thomas O'Brien
4875,0851512283,Arthur Bennett
4876,0851513344,Sinclair B. Ferguson
4877,0851621813,Katie Elliott
4877,0851621813,Ian Martin
4878,0851708706,Murray Smith
4879,0851709680,Mark Kermode
4880,0859533301,Audrey Wood
4881,0859653722,Gavin Baddeley
4882,0860916286,Christopher Hitchens
4883,0863567185,Thomas Goltz
4884,0864424655,Luis Sepúlveda
4884,0864424655,Chris Andrews
4885,0865165467,Jeffrey H. Tigay
4886,0865344922,William T. Rasmussen
4887,0865471185,Beryl Markham
4888,086547186X,Dōgen
4888,086547186X,Zen Master Dogen
4889,0865476063,Andres Duany
4889,0865476063,Elizabeth Plater-Zyberk
4889,0865476063,Jeff Speck
4890,0867196203,Michelle Tea
4891,0870678817,Donald Goines
4892,0870679945,Donald Goines
4893,0870710931,Brian Doyle
4893,0870710931,Mary Miller Doyle
4894,0871136791,Charles Frazier
4895,0871139472,Nick Rennison
4896,0871139480,Bob Drury
4896,0871139480,Thomas Clavin
4897,087113960X,Donna Leon
4898,0871202867,Heidi Hayes Jacobs
4899,0871209993,Heidi Hayes Jacobs
4900,087123596X,George MacDonald
4901,0871401525,Edward Estlin Cummings
4902,0871401541,E. E. Cummings
4903,0871401657,E. E. Cummings
4904,0872200477,Jean-Jacques Rousseau
4905,0872200566,G. W. F. Hegel
4905,0872200566,Leo Rauch
4906,0872201686,Thucydides
4907,0872201775,Thomas Hobbes
4907,0872201775,Edwin M. Curley
4908,0872201937,Fyodor Dostoyevsky
4908,0872201937,Charles B. Guignon
4909,0872203492,Plato
4910,0872203603,Aristophanes
4910,0872203603,Peter Meineck
4911,0872203611,Aristophanes
4912,0872203948,Thucydides
4912,0872203948,Steven Lattimore
4913,0872204200,René Descartes
4914,0872204626,Plato
4915,0872205541,Plato
4915,0872205541,George Maximilian Anthony Grube
4915,0872205541,John Madison Cooper
4916,0872206033,Aristophanes
4916,0872206033,Sarah Ruden
4917,0872206335,Plato
4917,0872206335,George Maximilian Anthony Grube
4918,0872206351,Confucius
4918,0872206351,Edward Gilman Slingerland
4919,0872206785,John Milton
4919,0872206785,Merritt Yerkes Hughes
4920,0872207315,Virgil
4921,0872207366,Plato
4922,0872207803,Philip J. Ivanhoe
4922,0872207803,Bryan W. Van Norden
4923,0872207889,Plato
4923,0872207889,C. D. C. Reeve
4924,0872860191,Allen Ginsberg
4925,0872861902,Georges Bataille
4926,0872862917,Jack Kerouac
4927,0872864758,Howard Zinn
4928,0873387805,Anton Pavlovich Chekhov
4928,0873387805,Jack Coulehan
4928,0873387805,John L. Coulehan
4929,0873512693,Maud Hart Lovelace
4930,0873515129,Francis Scott Fitzgerald
4930,0873515129,Patricia Hampl
4931,0873527364,Sharon Rose Wilson
4931,0873527364,Thomas B. Friedman
4931,0873527364,Shannon Eileen Hengen
4932,0874518253,Jean-Jacques Rousseau
4932,0874518253,Roger D. Masters
4932,0874518253,Christopher Kelly
4933,0874808006,David Salo
4934,0875526020,Edward T. Welch
4935,0876851383,Charles Bukowski
4936,0876856830,Charles Bukowski
4937,0877880204,Madeleine L'Engle
4938,0877887268,Madeleine L'Engle
4939,0878052739,Ernest Hemingway
4939,0878052739,Matthew Joseph Bruccoli
4940,0878056262,Jerzy Kosinski
4941,0878057005,John Updike
4941,0878057005,James Plath
4942,087893720X,Richard B. Primack
4943,0879074493,Saint Gertrude (the Great)
4944,0879100362,Harpo Marx
4944,0879100362,Rowland Barber
4945,0879102780,John Oller
4946,0879232153,Giorgio De Santillana
4946,0879232153,Hertha von Dechend
4947,0879237511,Georges Perec
4948,0879239484,Andre Dubus
4949,0879387556,Randy Leffingwell
4950,0879697121,David W. Mount
4951,0880014407,Joyce Carol Oates
4952,088001508X,Joyce Carol Oates
4953,0880291230,Roald Dahl
4954,0880292512,Isaac Asimov
4955,0881792063,Robert Bringhurst
4956,0881927694,R. L. Geneve
4957,0883657279,Alfred Hitchcock
4958,0883689448,Roberts Liardon
4959,0884196488,Don Colbert
4960,0886771285,Sharon Green
4961,0886773520,Mercedes Lackey
4962,0886773784,Mercedes Lackey
4963,0886774004,Mercedes Lackey
4964,0886774268,Mercedes Lackey
4965,0886774446,C. S. Friedman
4966,0886774632,Mercedes Lackey
4967,0886775167,Mercedes Lackey
4968,0886776066,Tad Williams
4969,0886776171,Jo Clayton
4970,0886776503,Jo Clayton
4971,0886776619,Mercedes Lackey
4972,0886777208,Mercedes Lackey
4973,0886777739,Mercedes Lackey
4974,0886777992,C. S. Friedman
4975,0886778441,Tad Williams
4976,0886778875,Margaret Weis
4977,0887061990,Don Ihde
4978,0887082432,Norton Juster
4979,0887306292,James Wallace
4979,0887306292,Jim Erickson
4980,0887309429,Stephen Pollan
4980,0887309429,Mark Levine
4981,0887511120,Mary Ashworth
4981,0887511120,Patricia Wakefield
4982,0887847447,Andrew Heintzman
4982,0887847447,Evan Solomon
4983,0888822405,James Hawkins
4984,0891906797,F. Scott Fitzgerald
4985,0892812923,John Perkins
4986,0895260476,"Thomas E. Woods, Jr."
4987,0895260786,Mark Steyn
4988,0895260905,Steven F. Hayward
4989,0895873311,Ray McAllister
4990,0895941414,Professor Audre Lorde
4990,0895941414,Audre Lorde
4991,0896087271,Arundhati Roy
4992,0896087646,Jane Jeong Trenka
4992,0896087646,Julia Chinyere Oparah
4992,0896087646,Sun Yung Shin
4993,089658321X,Jim Northrup
4994,0896892026,Davina Thomas
4995,089689293X,Jim Supica
4995,089689293X,Richard Nahas
4996,0898599598,James Jerome Gibson
4997,0898702623,Peter Kreeft
4998,0898704529,Peter Kreeft
4999,0898706831,James Brodrick
5000,0898709199,Alex Jones
5001,0898709792,Joseph Pearce
5002,0898792088,Lawrence Block
5003,0898868092,David McClung
5003,0898868092,Peter A. Schaerer
5004,0899421695,Saint Augustine (Bishop of Hippo.)
5004,0899421695,Saint Augustine of Hippo
5004,0899421695,Joseph Mary Leleu
5005,0915145693,Epictetus
5005,0915145693,Nicholas P. White
5006,0915811235,Dan Millman
5007,091827382X,Karen Tei Yamashita
5008,0919123708,Edward F. Edinger
5009,0922729484,Elizabeth Clare Prophet
5010,092291561X,Alex Constantine
5011,0922915997,Nicholas Johnson
5012,0930588797,Joaquin Miller
5013,093244055X,David Young
5014,0932813860,Nikola Tesla
5015,0933121180,Ralph Ginzburg
5016,0933121261,Yosef Ben-Jochannan
5017,0933121296,Yosef Ben-Jochannan
5018,0934380236,Gustave Le Bon
5018,0934380236,Charles Mackay
5019,0935607099,MaryAnn F. Kohl
5019,0935607099,Kim Solga
5019,0935607099,Rebecca Van Slyke
5020,0936197447,Michael J. Bradley
5021,0938045555,Pavel Tsatsouline
5022,0938497154,Plato
5023,0938497197,Mark Shepard
5024,0939666502,Margaret Sanborn
5025,0939682044,Ken Knabb
5026,0940322714,Boris Leonidovich Pasternak
5026,0940322714,Marina T︠S︡vetaeva
5026,0940322714,Rainer Maria Rilke
5026,0940322714,Margaret Wettlin
5026,0940322714,Walter W. Arndt
5026,0940322714,Jamey Gambrell
5027,0940322781,Elizabeth Hardwick
5028,0940450089,Nathaniel Hawthorne
5029,0940450216,James Fenimore Cooper
5030,0940450380,William James
5031,0940450437,Abraham Lincoln
5032,0940450550,William Faulkner
5033,0940450720,William James
5034,0940450771,Henry James
5035,0940450828,Mark Twain
5035,0940450828,Samuel Langhorne Clemens
5035,0940450828,Victor and Lin Salamo editors Fischer
5035,0940450828,Susan K. Harris
5035,0940450828,Susan R. Harris
5036,094089548X,Rolland Hein
5037,094180755X,Lena Tabori
5037,094180755X,Alice Wong
5038,0943015537,Chris Prentiss
5039,0946061157,Christopher Gray
5040,0946487502,J. Keith Cheetham
5041,0960989862,"Overeaters Anonymous, Inc. (U.S.)"
5042,0961392142,Edward R. Tufte
5043,0961392169,Edward R. Tufte
5044,0961392177,Edward R. Tufte
5045,0961462094,Juliette De Bairacli-Levy
5045,0961462094,Heather Wood
5046,0961472820,Will Eisner
5047,0963188925,Preston B. Nichols
5047,0963188925,Peter Moon
5048,0965429903,Teddy F. Bader
5048,0965429903,Marilyn Bader
5049,0965762645,Eric Schlosser
5050,0965796930,Stephen King
5051,0966410076,Russell Kick
5052,0967469783,Woody Hochswender
5052,0967469783,Greg Martin
5052,0967469783,Ted Morino
5053,0969876742,Cassie Brown
5054,0970312539,Wendy Mitchell
5055,0970998716,Dean Koontz
5056,0971500746,David R. Hawkins
5057,0972016414,Heidi Fleiss
5057,0972016414,Libby Keatinge
5058,0972018417,Bill Phillips
5059,097212179X,Kim Wilson
5060,097216748X,Jeanne Treat
5061,0972393617,Galadriel Waters
5061,0972393617,Astre Mithrandir
5062,0972851720,H. G. Wells
5062,0972851720,Barbara A. Turner
5063,0974016713,Noah Eli Gordon
5064,0974514055,David Thomas
5065,0974607894,Ivan Sergeevich Turgenev
5066,0974811823,Darwin Porter
5067,0975323113,East Bay Municipal Utility District (Calif.)
5068,0976072610,Julius Caesar
5068,0976072610,W. A. MacDevitt
5068,0976072610,James H. Ford
5069,0976249871,Andre Duza
5070,0976401118,Raymond E. Feist
5070,0976401118,Sean J. Jordan
5070,0976401118,Tad Williams
5071,0976540606,W. Frederick Zimmerman
5072,0976631156,Monica Drake
5073,097669400X,David Thomas
5073,097669400X,David Heinemeier Hansson
5073,097669400X,Leon Breedt
5074,0976694026,Johanna Rothman
5074,0976694026,Esther Derby
5075,0976882302,David A. Ufer
5076,0977312798,Zak Smith
5077,0977616630,David Thomas
5077,0977616630,David Heinemeier Hansson
5077,0977616630,Leon Breedt
5078,0977616657,Mike Mason
5079,0978605268,Peter A. Lillback
5080,0978970705,Z. A. Recht
5080,0978970705,Bowie Ibarra
5080,0978970705,Travis Adkins
5081,0978984803,Kathleen Rooney
5082,1400016088,"Fodor's Travel Publications, Inc. Staff"
5083,1400030064,Philip K. Dick
5084,1400030080,Philip K. Dick
5085,1400030129,Philip K. Dick
5086,140003065X,Rohinton Mistry
5087,1400031044,Chaim Potok
5088,1400031311,Laura Furman
5089,1400031362,Alexander McCall Smith
5090,1400031656,Chris Bohjalian
5091,140003177X,Ellen Meloy
5092,1400032059,Charles C. Mann
5093,1400032148,Ha Jin
5094,1400032385,Anna Deavere Smith
5095,1400032466,Charles Ray Willeford
5096,1400032539,Joseph J. Ellis
5097,1400032806,Jon Krakauer
5098,1400032814,Chuck Palahniuk
5099,1400032822,Chuck Palahniuk
5100,140003292X,Anton Pavlovich Chekhov
5101,1400032954,James Gleick
5102,1400033179,Jane Smiley
5103,1400033411,Toni Morrison
5104,140003342X,Toni Morrison
5105,1400033543,Dave Eggers
5106,1400033721,Michio Kaku
5107,1400033829,Lorrie Moore
5108,1400033837,Jane Smiley
5109,1400033853,Chris Chester
5110,1400033888,Orhan Pamuk
5111,1400034205,W. Somerset Maugham
5112,1400034299,Edwidge Danticat
5113,1400034418,Halldór Laxness
5114,1400034620,Gerald Posner
5115,140003468X,Gabriel García Márquez
5116,1400034698,Gabriel García Márquez
5117,140003471X,Gabriel Garcia Marquez
5118,1400034779,Alexander McCall Smith
5119,1400040302,Janna Levin
5120,1400040353,Lidia Matticchio Bastianich
5120,1400040353,David Nussbaum
5121,1400040361,Tanya Bastianich Manuali
5122,1400040612,Jane Smiley
5123,1400041279,Charles Darwin
5124,1400041988,Vladimir Vladimirovich Nabokov
5125,1400042550,Albert Camus
5126,1400043190,Nikolaĭ Vasilʹevich Gogolʹ
5127,1400043336,Gabriel García Márquez
5128,1400043468,Julia Child
5128,1400043468,Alex Prud'homme
5129,1400044162,Chimamanda Ngozi Adichie
5130,1400044731,Irene Nemirovsky
5131,140004474X,Peter Mayle
5131,140004474X,Gerard Auzet
5132,1400044871,Rajiv Chandrasekaran
5133,1400047331,Gale Gand
5133,1400047331,Julia Moskin
5134,1400047838,Chuck Palahniuk
5135,1400047862,Rosalind Miles
5136,1400049474,Les Standiford
5137,1400051533,Stephen Jay Gould
5138,1400051576,Thom Hartmann
5139,1400051738,Diane Haeger
5140,1400052378,Tyler Florence
5141,1400052386,Tyler Florence
5142,1400052580,Giada De Laurentiis
5143,1400052920,Douglas Adams
5144,1400052939,Douglas Adams
5145,1400054206,Ann H. Coulter
5146,1400054877,Adam Mansbach
5147,1400062454,Daniel T. Max
5148,1400062640,Aimee Bender
5148,1400062640,Marc Parent
5149,140006466X,Lisa See
5150,1400064899,Richard Preston
5151,1400065011,Laurie Notaro
5152,1400065550,Jon Meacham
5153,1400071577,Rene Gutteridge
5154,1400075483,Patrick McGrath
5155,140007570X,Alexander McCall Smith
5156,1400075718,Alexander McCall Smith
5157,1400076196,Ian McEwan
5158,1400076587,Chinua Achebe
5159,1400076811,Jonathan Lethem
5160,1400076854,Dave Eggers
5161,1400077095,Alexander McCall Smith
5162,1400077273,Martin Amis
5163,1400077303,Ron Chernow
5164,140007780X,Alan P. Lightman
5165,1400078008,Barbara Ehrenreich
5165,1400078008,Deirdre English
5166,1400078393,Martin E. P. Seligman
5167,1400078679,Russell Shorto
5168,1400078741,Michael Chabon
5168,1400078741,Michael Mignola
5169,1400079098,Anne Lamott
5170,1400079179,Dan Brown
5171,1400079276,Haruki Murakami
5172,1400079373,Max Barry
5173,1400079497,Philip Roth
5174,1400079616,Pelham Grenville Wodehouse
5175,1400079853,Nicholson Baker
5176,1400083117,Timothy B. Tyson
5177,1400095085,Alexander McCall Smith
5178,140009528X,James Ellroy
5179,1400095417,Chaïm Potok
5180,1400095468,Jane Smiley
5181,1400095816,Henning Mankell
5182,1400095956,Kevin Brockmeier
5183,1400096081,Haruki Murakami
5184,1400096227,Howell D. Chickering
5185,140009691X,Truman Capote
5186,1400097029,John Banville
5187,1400097037,Julian Barnes
5188,1400098025,Trevanian
5189,1400098033,Trevanian
5190,1400307848,Laura Ingalls Wilder
5190,1400307848,Stephen W. Hines
5191,1401200192,Grant Morrison
5192,1401200680,Max Allan Collins
5192,1401200680,Jose Luis Garcia-Lopez
5193,1401202454,Warren Ellis
5194,1401202527,Mark Waid
5194,1401202527,Leinil Francis Yu
5195,1401204104,Robert Kanigher
5195,1401204104,Bob Haney
5196,1401204252,Grant Morrison
5196,1401204252,Dave McKean
5197,1401209335,Grant Morrison
5197,1401209335,Duncan Fegredo
5198,1401209416,Howard Chaykin
5198,1401209416,Michelle Madsen
5199,1401210074,Mike Carey
5199,1401210074,Glenn Fabry
5199,1401210074,Tony Luke
5200,1401210619,Brian Azzarello
5200,1401210619,Marcelo Frusin
5201,1401210821,Neil Gaiman
5201,1401210821,Sam Kieth
5202,140121150X,Warren Ellis
5202,140121150X,J. H. Williams
5202,140121150X,José Villarrubia
5203,1401212220,Bill Willingham
5203,1401212220,Matthew Sturges
5203,1401212220,Tony Akins
5203,1401212220,Andrew Pepoy
5204,1401212484,Joe Kubert
5205,1401212638,Kurt Busiek
5205,1401212638,Fabian Nicieza
5205,1401212638,Pete Woods
5205,1401212638,Len Wein
5205,1401212638,Gerry Conway
5205,1401212638,José Luis García-López
5206,1401300464,Alexandra Robbins
5207,1401301886,Cecelia Ahern
5208,1401301940,Jamie Oliver
5209,1401301959,Jamie Oliver
5210,1401359345,Gayden Metcalfe
5210,1401359345,Charlotte Hays
5211,1401850685,Charles R. Miller
5212,1401917178,Darren R. Weissman
5213,1402200455,Jean-Benoît Nadeau
5213,1402200455,Julie Barlow
5214,1402580355,Jackie French Koller
5215,1402713185,Chris Tait
5215,1402713185,Robert Louis Stevenson
5215,1402713185,Lucy Corvino
5216,1402713193,Martha Hailey Dubose
5216,1402713193,Frances Hodgson Burnett
5216,1402713193,Martha Hailey
5217,1402714521,Anna Sewell
5218,1402714548,Frances Hodgson Burnett
5219,1402714572,Robert Louis Stevenson
5220,1402714599,Frances Hodgson Burnett
5221,1402714602,Mark Twain
5222,1402718616,Allen Carr
5223,140272022X,David Finck
5223,140272022X,James Krenov
5224,1402726007,Mark Twain
5225,1402726627,Martin Woodside
5225,1402726627,Jonathan Swift
5225,1402726627,Jamel Akib
5226,1402732988,Robert Louis Stevenson
5226,1402732988,Catherine Nichols
5227,1403356203,Dan Glover
5228,1403904561,Bruce King
5229,1403967210,AnaLouise Keating
5230,140396792X,David A. Neiwert
5231,1403969736,J. Chance
5231,1403969736,A. Siewers
5232,1405151412,Terry Eagleton
5233,1405153601,Alister E. McGrath
5234,1405161604,Robert Arp
5235,1405203943,Enid Blyton
5236,1405203951,Enid Blyton
5237,1405204664,Jean de Brunhoff
5238,1405228180,Julia Golding
5239,1405823518,John Tosh
5239,1405823518,Sean Lang
5240,1405835648,William Golding
5241,1406506583,Honoré de Balzac
5242,1406917893,Hardpress
5243,1406922900,William L Robinson
5244,1406934852,Saint Cyril (patriarch of Alexandria)
5245,1406942359,Hardpress
5246,1406957240,Mrs John Farrar
5247,1410103277,Jules Verne
5248,1411665309,Simon Cleveland
5249,1411677315,Python Bonkers
5250,1411683056,Mikhail Afanasevich Bulgakov
5251,1412040558,Harrison E. Livingstone
5252,1413480942,Elizabeth Miller
5253,1413900208,Yu Aida
5254,1413901476,Kaori Naruse
5254,1413901476,Junichi Satou
5255,1414302681,Jerry B. Jenkins
5255,1414302681,Tim F. LaHaye
5255,1414302681,Chris Fabry
5256,141430577X,Tim F. LaHaye
5256,141430577X,Jerry B. Jenkins
5257,1414305818,Tim F. LaHaye
5257,1414305818,Jerry B. Jenkins
5258,1414306342,John Granger
5259,1416500189,Pearl S. Buck
5259,1416500189,Stephanie Reents
5260,1416500332,Sophocles
5260,1416500332,Frederic Will
5260,1416500332,Bernard Knox
5261,1416500391,Jonathan Swift
5261,1416500391,Jesse Gale
5262,1416501622,Julie Leto
5263,1416502041,Terry Brooks
5264,1416503595,Kresley Cole
5265,1416505490,Robert A. Heinlein
5266,1416505512,Robert A. Heinlein
5267,1416505520,Robert A. Heinlein
5268,1416507779,Mary Higgins Clark
5269,1416507817,Heather Jarman
5270,1416508953,David Weber
5271,1416509372,David Weber
5272,1416509380,Eric Flint
5272,1416509380,Andrew Dennis
5273,141650964X,Ursula K. Le Guin
5274,1416509879,Kresley Cole
5275,1416509887,Kresley Cole
5276,1416510877,Kresley Cole
5276,1416510877,Sherrilyn Kenyon
5276,1416510877,Jaid Black
5277,1416513418,Clive Cussler
5278,1416516859,Clive Cussler
5279,1416520392,Marta Acosta
5280,1416520864,David Weber
5281,1416521070,Mercedes Lackey
5281,1416521070,Roberta Gellis
5282,1416521100,Mercedes Lackey
5282,1416521100,Rosemary Edghill
5283,1416524517,Stephen King
5284,1416524800,Dan Brown
5285,141652729X,Eric Bischoff
5285,141652729X,Jeremy Roberts
5286,1416532358,Sandra Brown
5287,1416532811,Eric Flint
5288,141653282X,Mercedes Lackey
5288,141653282X,Ellen Guon
5289,1416535209,Jennifer Weiner
5290,1416535527,Mary Higgins Clark
5290,1416535527,Carol Higgins Clark
5291,1416537805,Clive Cussler
5292,1416541187,Jeffery Deaver
5293,1416903437,Tamora Pierce
5294,1416908161,Pete Hautman
5295,141690817X,Tamora Pierce
5296,1416909052,Marissa Moss
5297,1416914633,Anonymous
5298,1416916326,Lauren Levin
5298,1416916326,Lauren Blitzer
5299,1416935142,Mary Higgins Clark
5300,1416939210,Robert C. O'Brien
5301,141693961X,Melissa de la Cruz
5302,141694740X,Greg Behrendt
5302,141694740X,Liz Tuccillo
5303,1417699671,Ann M. Martin
5303,1417699671,Raina Telgemeier
5304,1419154079,Friedrich Wilhelm Nietzsche
5305,1419542206,Nathaniel Hawthorne
5306,1419950584,Elizabeth Stewart
5307,1419953966,Lora Leigh
5308,1419954482,Elisa Adams
5308,1419954482,Sylvia Day
5308,1419954482,Anna J. Evans
5308,1419954482,Denise A. Agnew
5308,1419954482,B. J. McCall
5309,1420927329,Euripides
5309,1420927329,Gilbert Murray
5310,1421500493,Hayao Miyazaki
5311,1421500906,Hayao Miyazaki
5312,1421500914,Hayao Miyazaki
5313,1421501759,Hiromu Arakawa
5314,1421502224,Hiromu Arakawa
5315,1421502798,Rumiko Takahashi
5316,1421503549,Tomo Matsumoto
5317,1421504030,Tite Kubo
5318,1421504332,Yukito Kishiro
5319,142150460X,Hiromu Arakawa
5320,1421505053,Rumiko Takahashi
5321,142150541X,Kyoko Hikawa
5322,1421506297,Tsugumi Ohba
5322,1421506297,Takeshi Obata
5323,1421506424,Yumi Hotta
5324,1421506548,Hirohiko Araki
5325,1421507218,Takashi Hashiguchi
5326,1421508389,Hiromu Arakawa
5327,1421508656,Yukito Kishiro
5328,1421509598,Kazuo Umezu
5329,142151043X,Tite Kubo
5330,142151379X,Hiromu Arakawa
5331,1421513943,Masaki Yamada
5332,1423100182,Rob Kidd
5333,1423100190,Rob Kidd
5334,1423100204,Rob Kidd
5335,1423100611,Rob Kidd
5336,1423101685,Rob Kidd
5337,1423103343,Rick Riordan
5338,1423600762,Shaun Tomson
5338,1423600762,Patrick J. Moser
5339,1423601742,Dennis Slifer
5340,1425910394,Gia Bathory Al Babel
5341,1426423705,P. G. Wodehouse
5342,1550023926,James Hawkins
5343,1550225405,Nikki Stafford
5344,155037396X,Robert N. Munsch
5344,155037396X,Saoussan Askar
5344,155037396X,Michael Martchenko
5345,1550821083,John Kay
5345,1550821083,John Einarson
5346,1551052709,Christopher D. Jiggins
5347,1551111721,Joseph Conrad
5348,155111223X,Lewis Carroll
5349,1551114127,Sarah Fielding
5350,1551116448,Wilkie Collins
5351,1551117223,Arthur Conan Doyle
5352,155166531X,Erin St. Claire
5352,155166531X,Sandra Brown
5353,1551665719,Anne Stuart
5354,1551666723,Sandra Brown
5355,1551667436,Jennifer Crusie
5356,1551668513,Jayne Ann Krentz
5357,1551669048,Elizabeth Lowell
5358,155166951X,Jennifer Crusie
5359,1553377524,Chieri Uegaki
5359,1553377524,Stephane Jorisch
5360,1553651529,Douglas Coupland
5361,1555533078,Louisa May Alcott
5362,1555837239,Emma Donoghue
5363,1555916228,Anita Thompson
5364,1555973035,Nick Flynn
5365,1556432461,John E. Upledger
5366,1556434243,Theodore Sturgeon
5367,1556434308,Paul Pitchford
5368,1556434952,Régis Debray
5369,155652398X,David Dalton
5370,1556525133,Michelle Lovric
5371,1556526180,Mary Stewart
5371,1556526180,Sandra Brown
5372,155652644X,Anya Seton
5373,1556615426,Patricia Hickman
5374,155704676X,Robbie Stamp
5374,155704676X,Paul Simpson
5375,1557046867,Alexander Payne
5375,1557046867,Jim Taylor
5376,1557047413,Jhumpa Lahiri
5376,1557047413,Mira Nair
5377,155709103X,George Washington
5378,155709263X,Carolyn Keene
5379,1557092648,Carolyn Keene
5380,155728024X,Billy Collins
5381,1557283303,Jimmy Carter
5382,1557344035,John Carratello
5382,1557344035,Patty Carratello
5383,1557424292,Oscar Wilde
5384,155783041X,Charles McKeown
5384,155783041X,Terry Gilliam
5385,1557831572,Jess Borgeson
5385,1557831572,Adam Long
5385,1557831572,Daniel Singer
5386,1557832455,Frank Wedekind
5387,155832125X,Paul Kirk
5388,1558321829,Martha Heineman Pieper
5388,1558321829,William Joseph Pieper
5389,1558322450,Beth Hensperger
5389,1558322450,Julie Kaufmann
5390,1558492763,Daniel Horowitz
5391,1558749608,Janet G. Woititz
5392,1559210400,Pearl Sydenstricker Buck
5393,1559210869,Pearl Sydenstricker Buck
5394,1559362154,Jessica Tarahata Hagedorn
5395,1559636629,Michael E. Soulé
5395,1559636629,Michael E. Marine Conservation Biology Institute
5396,1560067845,Patrice Cassedy
5397,156025114X,Paul Perry
5397,156025114X,Ken Babbs
5398,1560252480,Hubert Selby
5399,1560254416,Perseus
5400,1560257016,John Waters
5401,1560258241,Norman Mailer
5401,1560258241,John Buffalo Mailer
5402,1560258500,David Wellington
5403,1561381489,Running Press
5404,1561583766,Sarah Susanka
5404,1561583766,Kira Obolensky
5405,1561633429,Stéphane Heuet
5405,1561633429,Marcel Proust
